CustomerNo,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_segment,RFM_score,Segment
15399.0,2,4,6887.04,5,1,4,514,10,Loyal Customers
15400.0,93,7,4078.92,4,1,3,413,8,Potential Loyalist
15402.0,149,2,7747.15,4,1,4,414,9,Loyal Customers
15405.0,190,1,2336.32,3,1,2,312,6,Potential Loyalist
15406.0,19,4,2582.64,5,1,2,512,8,Potential Loyalist
15407.0,34,4,6694.38,5,1,4,514,10,Loyal Customers
15408.0,265,1,1360.31,2,1,1,211,4,At Risk
15410.0,85,8,15836.22,4,1,5,415,10,Loyal Customers
15411.0,27,5,6624.19,5,1,3,513,9,Loyal Customers
15412.0,172,1,1302.18,3,1,1,311,5,At Risk
15414.0,10,3,4182.88,5,1,3,513,9,Loyal Customers
15415.0,314,1,6064.32,1,1,3,113,5,At Risk
15416.0,65,5,24991.15,5,1,5,515,11,Loyal Customers
15417.0,86,2,8807.72,4,1,4,414,9,Loyal Customers
15419.0,25,1,2496.96,5,1,2,512,8,Potential Loyalist
15420.0,128,1,6711.0,4,1,4,414,9,Loyal Customers
15421.0,59,4,5358.08,5,1,3,513,9,Loyal Customers
15422.0,324,2,489.56,1,1,1,111,3,At Risk
15423.0,39,1,1062.0,5,1,1,511,7,Potential Loyalist
15424.0,255,3,18217.88,2,1,5,215,8,Potential Loyalist
15426.0,20,7,8055.74,5,1,4,514,10,Loyal Customers
15427.0,34,3,11365.15,5,1,4,514,10,Loyal Customers
15428.0,16,1,631.38,5,1,1,511,7,Potential Loyalist
15429.0,27,3,4156.6,5,1,3,513,9,Loyal Customers
15431.0,2,1,86.66000000000001,5,1,1,511,7,Potential Loyalist
15432.0,24,1,841.53,5,1,1,511,7,Potential Loyalist
15433.0,80,4,11331.96,4,1,4,414,9,Loyal Customers
15434.0,9,7,21811.44,5,1,5,515,11,Loyal Customers
15435.0,23,1,706.41,5,1,1,511,7,Potential Loyalist
15436.0,13,3,6346.74,5,1,3,513,9,Loyal Customers
15437.0,263,1,1008.6999999999999,2,1,1,211,4,At Risk
15438.0,132,1,765.22,4,1,1,411,6,Potential Loyalist
15439.0,2,1,11119.980000000001,5,1,4,514,10,Loyal Customers
15440.0,55,3,2375.15,5,1,2,512,8,Potential Loyalist
15442.0,249,1,1838.4,2,1,2,212,5,At Risk
15443.0,2,8,16605.4,5,1,5,515,11,Loyal Customers
15444.0,10,2,5993.63,5,1,3,513,9,Loyal Customers
15445.0,265,1,710.76,2,1,1,211,4,At Risk
15447.0,331,1,1030.28,1,1,1,111,3,At Risk
15448.0,305,2,10704.57,1,1,4,114,6,Potential Loyalist
15449.0,27,5,9128.15,5,1,4,514,10,Loyal Customers
15450.0,31,2,5580.77,5,1,3,513,9,Loyal Customers
15452.0,30,3,3351.56,5,1,3,513,9,Loyal Customers
15453.0,2,7,9593.64,5,1,4,514,10,Loyal Customers
15454.0,363,1,1064.92,1,1,1,111,3,At Risk
15455.0,97,1,675.69,4,1,1,411,6,Potential Loyalist
15456.0,284,3,6910.56,2,1,4,214,7,Potential Loyalist
15457.0,263,1,1500.35,2,1,2,212,5,At Risk
15458.0,26,1,1764.6,5,1,2,512,8,Potential Loyalist
15460.0,355,1,1304.1,1,1,1,111,3,At Risk
15462.0,95,3,2003.2399999999998,4,1,2,412,7,Potential Loyalist
15463.0,30,1,1215.5,5,1,1,511,7,Potential Loyalist
15464.0,339,1,4601.44,1,1,3,113,5,At Risk
15465.0,20,24,19589.93,5,1,5,515,11,Loyal Customers
15466.0,86,1,2864.19,4,1,2,412,7,Potential Loyalist
15467.0,10,4,3323.64,5,1,3,513,9,Loyal Customers
15468.0,36,5,1986.68,5,1,2,512,8,Potential Loyalist
15469.0,44,4,1992.52,5,1,2,512,8,Potential Loyalist
15470.0,61,1,48.519999999999996,5,1,1,511,7,Potential Loyalist
15471.0,3,1,1578.26,5,1,2,512,8,Potential Loyalist
15472.0,114,1,2903.89,4,1,2,412,7,Potential Loyalist
15473.0,15,10,6090.5599999999995,5,1,3,513,9,Loyal Customers
15474.0,236,2,6661.17,2,1,4,214,7,Potential Loyalist
15475.0,78,2,53161.909999999996,4,1,5,415,10,Loyal Customers
15478.0,41,2,6621.98,5,1,3,513,9,Loyal Customers
15480.0,117,2,4808.78,4,1,3,413,8,Potential Loyalist
15481.0,356,1,114.47999999999999,1,1,1,111,3,At Risk
15482.0,16,15,30898.68,5,1,5,515,11,Loyal Customers
15483.0,162,4,3213.19,3,1,2,312,6,Potential Loyalist
15484.0,2,5,30993.89,5,1,5,515,11,Loyal Customers
15485.0,31,3,15364.58,5,1,5,515,11,Loyal Customers
15488.0,93,1,816.48,4,1,1,411,6,Potential Loyalist
15489.0,23,4,7194.79,5,1,4,514,10,Loyal Customers
15491.0,96,7,19786.88,4,1,5,415,10,Loyal Customers
15492.0,1,3,18230.28,5,1,5,515,11,Loyal Customers
15493.0,33,8,8708.46,5,1,4,514,10,Loyal Customers
15494.0,22,2,12987.21,5,1,4,514,10,Loyal Customers
15497.0,18,4,8756.01,5,1,4,514,10,Loyal Customers
15498.0,3,30,70254.19,5,1,5,515,11,Loyal Customers
15500.0,9,4,6023.38,5,1,3,513,9,Loyal Customers
15501.0,155,1,132.81,3,1,1,311,5,At Risk
15502.0,16,20,43637.45,5,1,5,515,11,Loyal Customers
15503.0,363,1,862.0,1,1,1,111,3,At Risk
15504.0,82,1,392.37,4,1,1,411,6,Potential Loyalist
15505.0,53,7,27652.9,5,1,5,515,11,Loyal Customers
15506.0,23,3,8902.9,5,1,4,514,10,Loyal Customers
15507.0,172,1,2115.38,3,1,2,312,6,Potential Loyalist
15508.0,190,7,11234.68,3,1,4,314,8,Potential Loyalist
15509.0,136,1,62.36,4,1,1,411,6,Potential Loyalist
15510.0,331,1,1321.24,1,1,1,111,3,At Risk
15511.0,12,5,3311.2,5,1,3,513,9,Loyal Customers
15512.0,156,2,820.9399999999999,3,1,1,311,5,At Risk
15513.0,32,22,71113.16,5,1,5,515,11,Loyal Customers
15514.0,13,13,19023.5,5,1,5,515,11,Loyal Customers
15515.0,136,1,5743.3,4,1,3,413,8,Potential Loyalist
15516.0,45,5,9041.289999999999,5,1,4,514,10,Loyal Customers
15517.0,234,1,3276.97,2,1,3,213,6,Potential Loyalist
15518.0,65,12,14267.699999999999,5,1,4,514,10,Loyal Customers
15520.0,2,2,1958.98,5,1,2,512,8,Potential Loyalist
15521.0,37,13,20393.96,5,1,5,515,11,Loyal Customers
15522.0,33,3,6179.47,5,1,3,513,9,Loyal Customers
15523.0,85,2,7703.21,4,1,4,414,9,Loyal Customers
15524.0,25,1,492.0,5,1,1,511,7,Potential Loyalist
15525.0,3,6,7637.13,5,1,4,514,10,Loyal Customers
15526.0,34,2,398.15999999999997,5,1,1,511,7,Potential Loyalist
15527.0,19,9,11161.58,5,1,4,514,10,Loyal Customers
15528.0,255,1,1471.12,2,1,2,212,5,At Risk
15529.0,23,12,37511.46,5,1,5,515,11,Loyal Customers
15530.0,22,4,11148.869999999999,5,1,4,514,10,Loyal Customers
15531.0,9,2,11515.8,5,1,4,514,10,Loyal Customers
15532.0,26,6,6652.76,5,1,3,513,9,Loyal Customers
15533.0,20,5,3376.89,5,1,3,513,9,Loyal Customers
15534.0,88,2,7545.94,4,1,4,414,9,Loyal Customers
15535.0,174,7,1677.22,3,1,2,312,6,Potential Loyalist
15537.0,164,2,542.68,3,1,1,311,5,At Risk
15539.0,8,1,2592.05,5,1,2,512,8,Potential Loyalist
15540.0,12,1,1238.0,5,1,1,511,7,Potential Loyalist
15541.0,115,2,776.64,4,1,1,411,6,Potential Loyalist
15543.0,289,1,1012.54,2,1,1,211,4,At Risk
15544.0,9,12,37070.18,5,1,5,515,11,Loyal Customers
15545.0,55,2,1956.6399999999999,5,1,2,512,8,Potential Loyalist
15547.0,8,15,48052.28,5,1,5,515,11,Loyal Customers
15549.0,78,4,8635.96,4,1,4,414,9,Loyal Customers
15550.0,5,4,2969.33,5,1,2,512,8,Potential Loyalist
15551.0,37,1,2681.13,5,1,2,512,8,Potential Loyalist
15552.0,218,1,707.22,3,1,1,311,5,At Risk
15553.0,61,1,4810.89,5,1,3,513,9,Loyal Customers
15554.0,278,1,981.0,2,1,1,211,4,At Risk
15555.0,13,20,46105.97,5,1,5,515,11,Loyal Customers
15556.0,25,1,2705.6,5,1,2,512,8,Potential Loyalist
15557.0,29,1,2663.6,5,1,2,512,8,Potential Loyalist
15561.0,12,5,2376.4500000000003,5,1,2,512,8,Potential Loyalist
15562.0,352,1,537.81,1,1,1,111,3,At Risk
15563.0,9,5,16023.91,5,1,5,515,11,Loyal Customers
15565.0,51,3,819.72,5,1,1,511,7,Potential Loyalist
15566.0,362,1,14893.16,1,1,5,115,7,Potential Loyalist
15567.0,19,1,2476.5099999999998,5,1,2,512,8,Potential Loyalist
15568.0,3,4,11351.97,5,1,4,514,10,Loyal Customers
15569.0,104,5,8235.199999999999,4,1,4,414,9,Loyal Customers
15570.0,8,13,23893.39,5,1,5,515,11,Loyal Customers
15571.0,12,4,2965.15,5,1,2,512,8,Potential Loyalist
15572.0,5,7,14074.81,5,1,4,514,10,Loyal Customers
15573.0,32,2,4208.17,5,1,3,513,9,Loyal Customers
15574.0,178,4,4089.24,3,1,3,313,7,Potential Loyalist
15576.0,38,1,4920.46,5,1,3,513,9,Loyal Customers
15577.0,152,3,1010.02,3,1,1,311,5,At Risk
15578.0,163,1,663.2299999999999,3,1,1,311,5,At Risk
15579.0,69,3,1540.68,5,1,2,512,8,Potential Loyalist
15581.0,157,10,3413.69,3,1,3,313,7,Potential Loyalist
15582.0,25,3,5280.4800000000005,5,1,3,513,9,Loyal Customers
15584.0,24,5,3601.81,5,1,3,513,9,Loyal Customers
15585.0,177,1,3746.4,3,1,3,313,7,Potential Loyalist
15586.0,281,1,486.71999999999997,2,1,1,211,4,At Risk
15587.0,51,4,4133.280000000001,5,1,3,513,9,Loyal Customers
15589.0,253,4,2948.24,2,1,2,212,5,At Risk
15592.0,47,1,4026.64,5,1,3,513,9,Loyal Customers
15593.0,71,1,819.72,5,1,1,511,7,Potential Loyalist
15594.0,16,6,11410.72,5,1,4,514,10,Loyal Customers
15595.0,355,1,5971.68,1,1,3,113,5,At Risk
15596.0,101,9,6933.29,4,1,4,414,9,Loyal Customers
15597.0,30,2,3152.4,5,1,2,512,8,Potential Loyalist
15598.0,36,3,1778.58,5,1,2,512,8,Potential Loyalist
15599.0,27,3,13786.64,5,1,4,514,10,Loyal Customers
15601.0,12,17,56863.689999999995,5,1,5,515,11,Loyal Customers
15602.0,9,14,10396.62,5,1,4,514,10,Loyal Customers
15603.0,79,1,1033.92,4,1,1,411,6,Potential Loyalist
15604.0,53,1,1851.42,5,1,2,512,8,Potential Loyalist
15605.0,37,5,5747.79,5,1,3,513,9,Loyal Customers
15606.0,58,11,9862.1,5,1,4,514,10,Loyal Customers
15607.0,337,1,2177.12,1,1,2,112,4,At Risk
15608.0,29,4,8379.73,5,1,4,514,10,Loyal Customers
15609.0,183,2,1762.7799999999997,3,1,2,312,6,Potential Loyalist
15610.0,52,1,667.86,5,1,1,511,7,Potential Loyalist
15611.0,10,13,6098.04,5,1,3,513,9,Loyal Customers
15612.0,37,2,707.55,5,1,1,511,7,Potential Loyalist
15615.0,11,27,56581.82,5,1,5,515,11,Loyal Customers
15618.0,33,5,5141.73,5,1,3,513,9,Loyal Customers
15619.0,11,1,841.84,5,1,1,511,7,Potential Loyalist
15620.0,51,6,10716.96,5,1,4,514,10,Loyal Customers
15621.0,5,6,4310.87,5,1,3,513,9,Loyal Customers
15622.0,4,17,22624.09,5,1,5,515,11,Loyal Customers
15623.0,142,1,1589.74,4,1,2,412,7,Potential Loyalist
15624.0,117,4,4238.22,4,1,3,413,8,Potential Loyalist
15625.0,101,10,14621.999999999998,4,1,5,415,10,Loyal Customers
15626.0,75,2,8544.4,5,1,4,514,10,Loyal Customers
15628.0,5,11,21752.5,5,1,5,515,11,Loyal Customers
15629.0,303,1,1579.06,1,1,2,112,4,At Risk
15630.0,46,3,8904.18,5,1,4,514,10,Loyal Customers
15632.0,16,10,22419.79,5,1,5,515,11,Loyal Customers
15633.0,313,1,2222.9,1,1,2,112,4,At Risk
15634.0,18,1,1264.23,5,1,1,511,7,Potential Loyalist
15636.0,90,3,8776.86,4,1,4,414,9,Loyal Customers
15637.0,53,1,1541.04,5,1,2,512,8,Potential Loyalist
15638.0,302,2,19608.34,1,1,5,115,7,Potential Loyalist
15639.0,135,1,3746.48,4,1,3,413,8,Potential Loyalist
15640.0,5,18,76177.75,5,1,5,515,11,Loyal Customers
15641.0,106,5,17551.579999999998,4,1,5,415,10,Loyal Customers
15643.0,180,6,3143.7599999999998,3,1,2,312,6,Potential Loyalist
15644.0,167,4,6233.86,3,1,3,313,7,Potential Loyalist
15645.0,19,1,3125.07,5,1,2,512,8,Potential Loyalist
15646.0,158,4,4412.47,3,1,3,313,7,Potential Loyalist
15648.0,205,4,2580.04,3,1,2,312,6,Potential Loyalist
15649.0,337,2,2805.12,1,1,2,112,4,At Risk
15651.0,37,4,11090.68,5,1,4,514,10,Loyal Customers
15652.0,92,1,2478.09,4,1,2,412,7,Potential Loyalist
15653.0,93,3,14252.9,4,1,4,414,9,Loyal Customers
15654.0,10,3,5861.02,5,1,3,513,9,Loyal Customers
15655.0,234,2,3793.42,2,1,3,213,6,Potential Loyalist
15656.0,46,4,4282.72,5,1,3,513,9,Loyal Customers
15657.0,23,1,276.71999999999997,5,1,1,511,7,Potential Loyalist
15658.0,191,8,3360.56,3,1,3,313,7,Potential Loyalist
15659.0,44,2,12299.289999999999,5,1,4,514,10,Loyal Customers
15660.0,26,12,10944.01,5,1,4,514,10,Loyal Customers
15661.0,318,2,2737.16,1,1,2,112,4,At Risk
15663.0,107,1,1228.04,4,1,1,411,6,Potential Loyalist
15664.0,51,2,1812.84,5,1,2,512,8,Potential Loyalist
15665.0,169,2,18041.25,3,1,5,315,9,Loyal Customers
15667.0,40,1,2768.88,5,1,2,512,8,Potential Loyalist
15668.0,218,1,816.48,3,1,1,311,5,At Risk
15669.0,41,5,4168.82,5,1,3,513,9,Loyal Customers
15670.0,297,1,1109.99,2,1,1,211,4,At Risk
15671.0,19,10,19879.79,5,1,5,515,11,Loyal Customers
15673.0,89,4,17011.26,4,1,5,415,10,Loyal Customers
15674.0,74,7,13097.11,5,1,4,514,10,Loyal Customers
15675.0,82,5,11806.3,4,1,4,414,9,Loyal Customers
15676.0,10,6,27501.21,5,1,5,515,11,Loyal Customers
15677.0,30,2,4002.1,5,1,3,513,9,Loyal Customers
15678.0,53,1,1628.18,5,1,2,512,8,Potential Loyalist
15679.0,25,6,13173.8,5,1,4,514,10,Loyal Customers
15680.0,10,4,10237.07,5,1,4,514,10,Loyal Customers
15681.0,19,8,19604.51,5,1,5,515,11,Loyal Customers
15683.0,118,1,1479.3600000000001,4,1,2,412,7,Potential Loyalist
15687.0,9,11,15422.8,5,1,5,515,11,Loyal Customers
15689.0,120,2,1121.3,4,1,1,411,6,Potential Loyalist
15690.0,5,2,3588.24,5,1,3,513,9,Loyal Customers
15691.0,73,2,997.4399999999999,5,1,1,511,7,Potential Loyalist
15692.0,29,1,1610.3400000000001,5,1,2,512,8,Potential Loyalist
15693.0,73,1,451.34,5,1,1,511,7,Potential Loyalist
15694.0,1,15,21722.100000000002,5,1,5,515,11,Loyal Customers
15695.0,267,2,2593.12,2,1,2,212,5,At Risk
15696.0,34,12,12994.699999999999,5,1,4,514,10,Loyal Customers
15699.0,18,1,687.41,5,1,1,511,7,Potential Loyalist
15700.0,66,4,8835.39,5,1,4,514,10,Loyal Customers
15701.0,3,4,9492.1,5,1,4,514,10,Loyal Customers
15703.0,265,1,893.22,2,1,1,211,4,At Risk
15704.0,141,4,12466.2,4,1,4,414,9,Loyal Customers
15705.0,202,1,782.1199999999999,3,1,1,311,5,At Risk
15706.0,60,7,4152.86,5,1,3,513,9,Loyal Customers
15707.0,36,4,6977.16,5,1,4,514,10,Loyal Customers
15708.0,41,11,15660.869999999999,5,1,5,515,11,Loyal Customers
15709.0,284,1,1376.76,2,1,1,211,4,At Risk
15712.0,10,5,5377.67,5,1,3,513,9,Loyal Customers
15713.0,53,5,16051.4,5,1,5,515,11,Loyal Customers
15714.0,12,4,3217.9100000000003,5,1,2,512,8,Potential Loyalist
15715.0,124,1,7121.64,4,1,4,414,9,Loyal Customers
15716.0,146,4,8680.08,4,1,4,414,9,Loyal Customers
15717.0,235,1,871.34,2,1,1,211,4,At Risk
15718.0,221,1,4411.97,3,1,3,313,7,Potential Loyalist
15719.0,33,14,28252.39,5,1,5,515,11,Loyal Customers
15720.0,25,1,3456.7599999999998,5,1,3,513,9,Loyal Customers
15721.0,12,1,2641.41,5,1,2,512,8,Potential Loyalist
15722.0,36,6,12656.98,5,1,4,514,10,Loyal Customers
15723.0,365,1,943.67,1,1,1,111,3,At Risk
15724.0,5,4,967.6,5,1,1,511,7,Potential Loyalist
15725.0,16,1,1400.39,5,1,1,511,7,Potential Loyalist
15727.0,17,7,35165.82,5,1,5,515,11,Loyal Customers
15728.0,50,1,-486.76,5,1,1,511,7,Potential Loyalist
15729.0,199,2,309.52,3,1,1,311,5,At Risk
15730.0,5,5,22885.59,5,1,5,515,11,Loyal Customers
15732.0,213,2,1957.7,3,1,2,312,6,Potential Loyalist
15733.0,283,1,801.74,2,1,1,211,4,At Risk
15734.0,115,3,4817.56,4,1,3,413,8,Potential Loyalist
15736.0,354,1,2275.59,1,1,2,112,4,At Risk
15737.0,15,12,6392.02,5,1,3,513,9,Loyal Customers
15738.0,19,19,35319.43,5,1,5,515,11,Loyal Customers
15739.0,67,2,7287.73,5,1,4,514,10,Loyal Customers
15740.0,10,3,3799.9900000000002,5,1,3,513,9,Loyal Customers
15741.0,354,1,786.21,1,1,1,111,3,At Risk
15743.0,17,4,2605.39,5,1,2,512,8,Potential Loyalist
15744.0,78,2,2230.1,4,1,2,412,7,Potential Loyalist
15745.0,9,6,5173.43,5,1,3,513,9,Loyal Customers
15746.0,135,2,1472.26,4,1,2,412,7,Potential Loyalist
15747.0,13,3,3726.69,5,1,3,513,9,Loyal Customers
15748.0,4,2,691.46,5,1,1,511,7,Potential Loyalist
15749.0,236,4,114453.1,2,1,5,215,8,Potential Loyalist
15750.0,3,9,18736.57,5,1,5,515,11,Loyal Customers
15752.0,40,8,20188.23,5,1,5,515,11,Loyal Customers
15753.0,305,2,1733.76,1,1,2,112,4,At Risk
15754.0,51,4,2486.0499999999997,5,1,2,512,8,Potential Loyalist
15755.0,2,8,15841.99,5,1,5,515,11,Loyal Customers
15756.0,62,4,2906.49,5,1,2,512,8,Potential Loyalist
15757.0,66,2,5702.75,5,1,3,513,9,Loyal Customers
15758.0,25,2,5660.86,5,1,3,513,9,Loyal Customers
15759.0,29,4,3194.03,5,1,2,512,8,Potential Loyalist
15762.0,66,2,3051.4,5,1,2,512,8,Potential Loyalist
15763.0,32,3,3752.56,5,1,3,513,9,Loyal Customers
15764.0,82,10,23528.82,4,1,5,415,10,Loyal Customers
15766.0,65,1,2065.12,5,1,2,512,8,Potential Loyalist
15768.0,116,4,4957.5,4,1,3,413,8,Potential Loyalist
15769.0,8,29,188483.92,5,1,5,515,11,Loyal Customers
15772.0,290,1,1014.94,2,1,1,211,4,At Risk
15773.0,6,1,1976.54,5,1,2,512,8,Potential Loyalist
15774.0,69,1,1169.2,5,1,1,511,7,Potential Loyalist
15775.0,246,1,804.42,2,1,1,211,4,At Risk
15776.0,134,2,10605.119999999999,4,1,4,414,9,Loyal Customers
15777.0,242,5,4889.93,2,1,3,213,6,Potential Loyalist
15779.0,269,1,45.96,2,1,1,211,4,At Risk
15780.0,184,3,2741.69,3,1,2,312,6,Potential Loyalist
15781.0,26,4,2104.27,5,1,2,512,8,Potential Loyalist
15782.0,10,4,10413.73,5,1,4,514,10,Loyal Customers
15783.0,11,1,1312.28,5,1,1,511,7,Potential Loyalist
15785.0,30,8,18043.68,5,1,5,515,11,Loyal Customers
15786.0,44,5,38587.04,5,1,5,515,11,Loyal Customers
15787.0,27,4,11707.1,5,1,4,514,10,Loyal Customers
15789.0,359,1,4849.48,1,1,3,113,5,At Risk
15790.0,11,1,723.3000000000001,5,1,1,511,7,Potential Loyalist
15791.0,44,3,8516.02,5,1,4,514,10,Loyal Customers
15793.0,10,4,5570.56,5,1,3,513,9,Loyal Customers
15794.0,312,1,2003.08,1,1,2,112,4,At Risk
15795.0,150,1,6270.76,4,1,3,413,8,Potential Loyalist
15796.0,2,9,10299.95,5,1,4,514,10,Loyal Customers
15797.0,114,3,9990.96,4,1,4,414,9,Loyal Customers
15799.0,76,3,10694.130000000001,4,1,4,414,9,Loyal Customers
15800.0,108,2,4042.8199999999997,4,1,3,413,8,Potential Loyalist
15801.0,47,5,7501.68,5,1,4,514,10,Loyal Customers
15803.0,52,1,3398.6,5,1,3,513,9,Loyal Customers
15804.0,1,19,27373.86,5,1,5,515,11,Loyal Customers
15805.0,24,20,37630.43,5,1,5,515,11,Loyal Customers
15806.0,47,3,6974.74,5,1,4,514,10,Loyal Customers
15807.0,51,3,4975.12,5,1,3,513,9,Loyal Customers
15808.0,307,5,16213.63,1,1,5,115,7,Potential Loyalist
15809.0,36,6,2981.58,5,1,2,512,8,Potential Loyalist
15810.0,79,7,7770.469999999999,4,1,4,414,9,Loyal Customers
15811.0,18,10,14231.539999999999,5,1,4,514,10,Loyal Customers
15812.0,108,6,22923.49,4,1,5,415,10,Loyal Customers
15813.0,208,2,7517.11,3,1,4,314,8,Potential Loyalist
15814.0,4,6,13306.65,5,1,4,514,10,Loyal Customers
15815.0,64,5,21178.14,5,1,5,515,11,Loyal Customers
15816.0,151,1,14540.25,3,1,5,315,9,Loyal Customers
15818.0,65,1,19.42,5,1,1,511,7,Potential Loyalist
15819.0,50,4,14631.06,5,1,5,515,11,Loyal Customers
15820.0,102,2,4950.93,4,1,3,413,8,Potential Loyalist
15821.0,45,2,2410.9,5,1,2,512,8,Potential Loyalist
15822.0,4,2,3420.63,5,1,3,513,9,Loyal Customers
15823.0,178,3,16921.16,3,1,5,315,9,Loyal Customers
15825.0,173,1,3713.36,3,1,3,313,7,Potential Loyalist
15826.0,52,4,11369.82,5,1,4,514,10,Loyal Customers
15827.0,74,21,28364.579999999998,5,1,5,515,11,Loyal Customers
15829.0,100,2,10861.06,4,1,4,414,9,Loyal Customers
15830.0,30,3,11073.81,5,1,4,514,10,Loyal Customers
15831.0,59,4,12384.22,5,1,4,514,10,Loyal Customers
15832.0,255,1,5562.34,2,1,3,213,6,Potential Loyalist
15834.0,71,6,12224.07,5,1,4,514,10,Loyal Customers
15835.0,45,4,4553.09,5,1,3,513,9,Loyal Customers
15836.0,46,2,366.38,5,1,1,511,7,Potential Loyalist
15837.0,59,2,5004.0199999999995,5,1,3,513,9,Loyal Customers
15838.0,12,21,92843.84000000001,5,1,5,515,11,Loyal Customers
15839.0,26,5,7316.13,5,1,4,514,10,Loyal Customers
15840.0,59,5,16543.489999999998,5,1,5,515,11,Loyal Customers
15841.0,65,6,10730.28,5,1,4,514,10,Loyal Customers
15843.0,304,1,398.61,1,1,1,111,3,At Risk
15844.0,15,3,9141.68,5,1,4,514,10,Loyal Customers
15845.0,18,10,22329.85,5,1,5,515,11,Loyal Customers
15847.0,15,3,5009.53,5,1,3,513,9,Loyal Customers
15848.0,220,1,25.72,3,1,1,311,5,At Risk
15849.0,312,1,283.31,1,1,1,111,3,At Risk
15850.0,20,2,3271.23,5,1,3,513,9,Loyal Customers
15852.0,94,3,730.93,4,1,1,411,6,Potential Loyalist
15853.0,52,2,1497.2,5,1,2,512,8,Potential Loyalist
15854.0,5,12,9242.800000000001,5,1,4,514,10,Loyal Customers
15855.0,137,5,5511.49,4,1,3,413,8,Potential Loyalist
15856.0,5,31,116978.61,5,1,5,515,11,Loyal Customers
15857.0,19,1,3460.72,5,1,3,513,9,Loyal Customers
15858.0,16,6,12929.84,5,1,4,514,10,Loyal Customers
15860.0,41,8,5410.9,5,1,3,513,9,Loyal Customers
15861.0,13,9,25062.77,5,1,5,515,11,Loyal Customers
15862.0,9,5,8828.13,5,1,4,514,10,Loyal Customers
15863.0,26,2,259.09000000000003,5,1,1,511,7,Potential Loyalist
15864.0,23,8,12516.82,5,1,4,514,10,Loyal Customers
15865.0,41,3,4689.34,5,1,3,513,9,Loyal Customers
15866.0,102,1,1481.94,4,1,2,412,7,Potential Loyalist
15867.0,6,16,23234.56,5,1,5,515,11,Loyal Customers
15869.0,65,3,4437.61,5,1,3,513,9,Loyal Customers
15870.0,33,1,3773.1099999999997,5,1,3,513,9,Loyal Customers
15871.0,59,1,8655.97,5,1,4,514,10,Loyal Customers
15872.0,15,2,1348.67,5,1,1,511,7,Potential Loyalist
15874.0,64,9,31558.84,5,1,5,515,11,Loyal Customers
15875.0,29,1,18013.59,5,1,5,515,11,Loyal Customers
15877.0,2,3,1594.77,5,1,2,512,8,Potential Loyalist
15879.0,320,1,546.88,1,1,1,111,3,At Risk
15880.0,361,3,3551.42,1,1,3,113,5,At Risk
15881.0,313,8,2226.66,1,1,2,112,4,At Risk
15882.0,199,5,3108.54,3,1,2,312,6,Potential Loyalist
15883.0,3,2,1813.56,5,1,2,512,8,Potential Loyalist
15884.0,361,1,1006.42,1,1,1,111,3,At Risk
15885.0,94,2,1526.62,4,1,2,412,7,Potential Loyalist
15886.0,61,1,1692.23,5,1,2,512,8,Potential Loyalist
15888.0,80,2,661.69,4,1,1,411,6,Potential Loyalist
15889.0,157,2,2460.52,3,1,2,312,6,Potential Loyalist
15891.0,227,2,9986.68,2,1,4,214,7,Potential Loyalist
15892.0,268,1,3756.83,2,1,3,213,6,Potential Loyalist
15894.0,254,2,1928.45,2,1,2,212,5,At Risk
15895.0,150,1,1147.29,4,1,1,411,6,Potential Loyalist
15896.0,268,1,8416.08,2,1,4,214,7,Potential Loyalist
15897.0,195,2,2487.18,3,1,2,312,6,Potential Loyalist
15898.0,2,6,5815.98,5,1,3,513,9,Loyal Customers
15899.0,369,1,276.24,1,1,1,111,3,At Risk
15900.0,24,1,2559.47,5,1,2,512,8,Potential Loyalist
15901.0,17,3,3840.3,5,1,3,513,9,Loyal Customers
15903.0,10,8,28555.16,5,1,5,515,11,Loyal Customers
15904.0,9,1,519.96,5,1,1,511,7,Potential Loyalist
15906.0,20,9,8023.78,5,1,4,514,10,Loyal Customers
15907.0,4,3,4524.81,5,1,3,513,9,Loyal Customers
15909.0,174,1,1201.0,3,1,1,311,5,At Risk
15910.0,1,9,9999.26,5,1,4,514,10,Loyal Customers
15912.0,179,2,2167.31,3,1,2,312,6,Potential Loyalist
15916.0,17,11,8532.06,5,1,4,514,10,Loyal Customers
15917.0,248,1,556.61,2,1,1,211,4,At Risk
15918.0,191,2,1898.3799999999999,3,1,2,312,6,Potential Loyalist
15919.0,20,2,4381.38,5,1,3,513,9,Loyal Customers
15920.0,155,3,1131.04,3,1,1,311,5,At Risk
15921.0,173,1,1956.5,3,1,2,312,6,Potential Loyalist
15922.0,373,2,1766.38,1,1,2,112,4,At Risk
15923.0,186,2,6446.47,3,1,3,313,7,Potential Loyalist
15924.0,178,1,1577.72,3,1,2,312,6,Potential Loyalist
15925.0,195,1,1165.44,3,1,1,311,5,At Risk
15927.0,93,2,5886.29,4,1,3,413,8,Potential Loyalist
15928.0,289,1,4530.82,2,1,3,213,6,Potential Loyalist
15930.0,68,2,1509.03,5,1,2,512,8,Potential Loyalist
15932.0,5,11,24319.33,5,1,5,515,11,Loyal Customers
15933.0,22,3,10090.56,5,1,4,514,10,Loyal Customers
15935.0,240,1,1279.1599999999999,2,1,1,211,4,At Risk
15937.0,65,1,897.1,5,1,1,511,7,Potential Loyalist
